Modelo 1,Modelo 2,Modelo 3,Modelo 4
-3126284.47701647,-2828626.36669215,-3077927.3507973,-3078393.1656052
-3124898.02419621,-2828619.33596615,-3077821.92931554,-3078010.74111695
-3124648.99118104,-2828618.36438563,-3078072.45174347,-3078107.70445315
-3125647.51080666,-2828646.50124811,-3077124.62855058,-3077204.98687379
-3125538.41584659,-2828638.55563217,-3077811.38329813,-3077748.65451764
-3124835.40619263,-2828624.68710035,-3078444.79781612,-3077062.12399656
-3125324.03172622,-2828625.56653222,-3078120.51412273,-3077975.52114364
-3124964.96984194,-2828633.30662628,-3077280.15963849,-3077357.77982525
-3125178.26396279,-2828628.89598495,-3077470.7323208,-3077525.1901249
-3124815.16761856,-2828636.95353093,-3077857.61646222,-3077616.00472518
-3126307.04913543,-2828623.46470445,-3076934.53563305,-3078068.09810531
-3125923.85014415,-2828621.66734813,-3077548.19080021,-3077637.98063783
-3125777.67050387,-2828617.56619482,-3077909.03258182,-3077545.16384051
-3124968.61525098,-2828634.35343676,-3077782.09588272,-3077479.1923157
-3125103.75214763,-2828630.19290984,-3076865.07509602,-3077775.91747778
-3125868.38770534,-2828621.11415579,-3077269.52020172,-3078869.79541529
-3124753.23237022,-2828627.58082518,-3078478.27325928,-3077612.53800893
-3125687.81948922,-2828622.85175772,-3078180.98534338,-3076893.04614838
-3125658.894217,-2828631.51351013,-3077717.15527623,-3077978.05912458
-3125022.44080428,-2828631.81381987,-3078112.5955072,-3078150.91038753
-3126139.25844453,-2828625.48434092,-3077907.39559039,-3077635.03255499
-3125688.09922219,-2828627.66405656,-3077491.42710866,-3077676.65745276
-3125258.5748186,-2828629.45984456,-3077388.07257913,-3078124.29775149
-3125160.91097575,-2828628.5496712,-3077237.40930478,-3077582.37937328
-3125497.78701299,-2828625.17258765,-3078234.90319259,-3077541.95075564
-3124763.5724832,-2828629.21108989,-3077798.78913819,-3077874.93106391
-3125100.66795475,-2828626.85059242,-3077793.18568173,-3078719.02053169
-3125057.64417314,-2828625.55029852,-3077811.44294352,-3077526.85099086
-3125458.47179874,-2828625.17354489,-3077705.65369643,-3077615.13314926
-3125393.44265129,-2828625.84723702,-3077853.21490013,-3077344.86333535
-3125514.34309804,-2828625.87660121,-3077459.41849134,-3078016.15317426
-3126148.39795002,-2828630.19551621,-3077459.34631131,-3077275.49172529
-3126349.1121428,-2828630.01857634,-3077503.78817364,-3077645.59717434
-3125076.37984119,-2828641.18449984,-3078953.47308492,-3077239.47978117
-3125096.95718402,-2828623.43298999,-3077416.62163034,-3078500.40057873
-3125839.62284161,-2828620.11133917,-3078290.87659335,-3077373.17540389
-3125209.64195796,-2828630.5727288,-3078383.17321837,-3078232.7782197
-3125511.76887461,-2828626.98964124,-3077984.34822156,-3077470.32407927
-3125359.89836422,-2828636.02312165,-3078141.38435921,-3077861.80636305
-3125562.5859149,-2828626.25167763,-3077482.66669152,-3078413.42541706
-3125316.07302999,-2828638.94768929,-3077646.2853922,-3076849.84294883
-3125826.65593758,-2828619.66492134,-3076833.24732494,-3077954.89159171
-3125443.95284664,-2828627.32032737,-3078038.46130666,-3077970.79238644
-3125768.20809101,-2828633.6319533,-3077503.07545874,-3077946.73701112
-3125973.67261828,-2828625.78724518,-3077556.48626679,-3077963.51967295
-3125385.74065895,-2828625.98944416,-3077580.14479334,-3078132.53622546
-3126084.86725248,-2828625.49728619,-3077408.50897813,-3077659.03219829
-3125594.02530202,-2828626.48968159,-3078312.50884401,-3077579.35430302
-3125929.10028061,-2828621.23104833,-3076979.1707966,-3077256.69536916
-3124820.18189305,-2828636.78936871,-3077717.76811894,-3078019.65459613
-3124989.37787501,-2828623.09773158,-3078101.55960962,-3078490.57236189
-3125039.58205004,-2828625.64905864,-3078492.21466316,-3077327.62548184
-3124890.16738646,-2828636.83885938,-3077524.36080095,-3078072.77791872
-3125377.2003928,-2828622.59072158,-3078122.86387589,-3077479.24613833
-3124786.43794157,-2828626.1141322,-3078306.47270384,-3077663.77207197
-3125648.59237457,-2828623.84633585,-3077780.6037077,-3077942.94450605
-3125552.31271539,-2828629.81110965,-3077588.72455814,-3078400.21346952
-3125768.38516743,-2828636.66198458,-3077954.4782492,-3078137.8632411
-3125615.10607536,-2828629.7490553,-3078292.57114625,-3077923.27171098
-3125424.0998484,-2828624.61458208,-3078214.77117683,-3078133.34951482
-3124838.9366753,-2828629.03874621,-3077726.47030483,-3077982.03026856
-3124982.13246677,-2828627.60799189,-3077857.38027065,-3078460.42556764
-3125437.48599607,-2828625.16470114,-3077515.5047339,-3077979.25373941
-3124614.0899962,-2828630.64490816,-3077011.06661675,-3077522.23898374
-3125892.78623209,-2828637.85226666,-3077918.4383375,-3077771.14352372
-3124901.76107042,-2828629.46475683,-3077982.21241634,-3078086.01628676
-3125065.10014871,-2828629.50230259,-3077862.64260122,-3078021.42999049
-3125142.9302726,-2828626.22060227,-3078196.66499705,-3077964.4990583
-3125253.92685353,-2828637.4695018,-3077463.61674978,-3076854.99805402
-3125628.28589458,-2828625.39306975,-3078280.27249383,-3077836.29215593
-3124502.63780358,-2828628.60176244,-3077628.74441067,-3077909.80582275
-3125234.52832101,-2828620.79587371,-3077594.52957458,-3078272.75997086
-3124269.19822584,-2828621.04571123,-3077801.32551788,-3077472.72895743
-3124799.50563525,-2828633.63098154,-3076967.71327969,-3077279.49461878
-3124911.47925656,-2828631.84999766,-3077786.56349982,-3077902.2154561
-3125079.19484139,-2828620.35738227,-3077825.18862674,-3078034.37624987
-3125153.06615741,-2828624.68924313,-3077790.14901878,-3078883.40455664
-3125728.83217138,-2828623.89768783,-3078223.7987487,-3077320.7484696
-3124749.35783161,-2828626.80983723,-3077282.93044126,-3077467.98389148
-3125738.39157455,-2828630.53234271,-3077529.93135898,-3078038.01139136
-3125583.91286607,-2828630.12361035,-3078358.47770664,-3078269.404394
-3125479.03319363,-2828626.00783342,-3077963.60739491,-3078392.09273385
-3125726.94632341,-2828630.00445037,-3078131.90723201,-3077894.922388
-3125329.57647667,-2828623.9912743,-3078399.32036364,-3077497.90233723
-3125364.19676692,-2828624.88368899,-3077373.05127332,-3077806.12906972
-3125779.5472301,-2828620.47519903,-3077216.26159961,-3077699.50516301
-3125331.66216818,-2828620.77939569,-3077831.65735055,-3078561.82973243
-3125076.84033246,-2828626.86610191,-3077352.47628955,-3078075.64406144
-3125000.7780121,-2828626.67600472,-3077488.06749173,-3077703.60293419
-3125135.40177325,-2828630.86492891,-3078217.68010365,-3077811.03501456
-3125513.05593056,-2828637.85295779,-3077291.20499414,-3077275.7215716
-3125345.90388462,-2828635.23447975,-3078185.20937891,-3078530.97016907
-3124633.39044531,-2828627.29620974,-3077202.64899961,-3078103.8747632
-3125201.12576681,-2828631.17648107,-3077570.31928929,-3076982.3618686
-3125143.73910407,-2828617.94143161,-3077825.66911301,-3077715.20499295
-3125478.05239335,-2828637.1035009,-3077473.90102293,-3078349.89478878
-3125537.3051842,-2828633.88693415,-3077868.40441624,-3077430.19372605
-3125810.6819374,-2828626.99356362,-3077897.37968736,-3077745.71095564
-3125263.80874272,-2828623.85807074,-3077076.25018894,-3077912.08398332
-3125700.95077032,-2828628.84260951,-3077206.36399282,-3077678.47712373
-3125974.41461011,-2828626.42760766,-3077792.37892304,-3077100.84567984
-3125895.51238722,-2828630.98010736,-3077178.15909883,-3077419.05372859
-3125132.95735647,-2828624.82242884,-3077376.13099373,-3077798.98500317
-3126078.61163613,-2828629.32462504,-3078127.24475578,-3077559.61603822
-3125406.8998738,-2828625.27814964,-3077707.3898289,-3077739.38819541
-3125240.5293517,-2828625.87556233,-3078117.80543827,-3078161.47716213
-3125312.20645761,-2828627.03642019,-3078362.12151124,-3077637.21905424
-3125177.19561836,-2828623.14063169,-3078247.32547822,-3078127.0307737
-3125648.56601176,-2828636.99086391,-3078437.07851792,-3077879.81094422
-3125227.54019132,-2828619.53708655,-3077498.37569285,-3078579.90767366
-3125916.35491404,-2828633.41956687,-3078435.60081501,-3077635.50137901
-3124877.8483038,-2828634.12563517,-3079209.20231501,-3078238.38928865
-3125290.66721527,-2828626.64940892,-3077717.13736005,-3078594.97756812
-3125636.96488063,-2828623.9093554,-3077617.68194299,-3078026.19771519
-3124497.08286929,-2828627.0235844,-3077969.67147287,-3077833.73719644
-3124515.25059851,-2828620.92220233,-3078347.36148037,-3077640.86628298
-3125618.10566258,-2828616.78318574,-3077293.12798066,-3077383.13545571
-3125952.61953457,-2828636.21975431,-3077894.30101472,-3078020.34737549
-3125171.79176445,-2828628.56286667,-3078087.14362253,-3077223.07315446
-3125650.50260128,-2828620.70285959,-3077950.55603998,-3078110.05308633
-3125811.20269681,-2828622.12426681,-3077607.42186774,-3078512.29146973
-3125957.54928918,-2828626.80759369,-3078406.86587806,-3077176.21450323
-3125989.89576215,-2828637.99395851,-3077701.67619983,-3077378.83825345
-3124708.99043556,-2828633.44105404,-3077114.56601751,-3079130.21558299
-3125635.0130503,-2828636.3661089,-3077337.86272794,-3077402.91534246
-3125830.42895552,-2828626.10357115,-3078004.01040209,-3077954.46600797
-3126124.61353536,-2828624.18211965,-3077846.68461702,-3076984.90474397
-3124942.92564986,-2828633.35743238,-3077552.11859826,-3077638.69533398
-3124977.89801492,-2828633.31794525,-3077161.58119951,-3078516.21023073
-3125243.34210644,-2828623.74869665,-3077531.22422173,-3078421.23027855
-3125305.32148667,-2828628.12528372,-3078302.4056234,-3077694.49948693
-3124917.4852932,-2828637.437869,-3077524.58807831,-3077793.97841278
-3125130.66238697,-2828632.13124073,-3078106.12900938,-3077067.89976001
-3126475.45011399,-2828625.69002004,-3077031.26742659,-3077607.95257653
-3125232.7470775,-2828624.25857849,-3077835.65309603,-3078717.12409708
-3125021.22253488,-2828629.42046106,-3078315.3367141,-3078136.78517837
-3124805.10390341,-2828631.3034129,-3077251.55793584,-3077576.16011893
-3125678.66662904,-2828631.06634553,-3078695.06628755,-3077629.23995372
-3125671.45865006,-2828624.1280721,-3077478.7811223,-3077912.32632819
-3125779.75962682,-2828623.87587207,-3077704.27133322,-3077867.14647932
-3125223.77630543,-2828636.25886524,-3077503.05480162,-3077666.51463443
-3124627.42301524,-2828629.50524911,-3076997.08506553,-3077472.88894197
-3125306.00850105,-2828629.35591251,-3077959.09311923,-3077817.72561568
-3124950.61039902,-2828624.03144412,-3078175.89236688,-3077407.31611414
-3126443.18317119,-2828638.76102151,-3077317.39830955,-3078146.01666796
-3124988.65899131,-2828634.52699122,-3078080.0430169,-3077972.46814126
-3124990.36139215,-2828624.01427931,-3078080.91860879,-3077924.55884762
-3124709.69170638,-2828623.90605609,-3077812.60563328,-3077331.21869076
-3125527.07540268,-2828632.1289248,-3077542.4367389,-3077584.84495874
-3125155.64957082,-2828624.54672081,-3077642.48477175,-3077924.98073947
-3125850.14265783,-2828634.74472463,-3076865.55768245,-3077893.50798588
-3125184.25415707,-2828635.98456484,-3077439.66629735,-3077773.47006957
-3124814.14319665,-2828627.23126877,-3078080.8024886,-3077329.3752543
-3124693.88602082,-2828625.71796256,-3077525.35946897,-3077025.67164624
-3124671.90773378,-2828624.75407272,-3077084.65887331,-3077248.72170664
-3125508.58815969,-2828627.91137316,-3077808.77995927,-3076918.92635334
-3124419.35828835,-2828623.53066682,-3077246.10695627,-3078085.79044392
-3125436.49714165,-2828619.98028562,-3077808.30129047,-3077606.07565501
-3125229.5151823,-2828624.340457,-3078312.42959765,-3078123.75725915
-3124791.02976766,-2828619.96916639,-3077636.13756171,-3077709.24692392
-3125364.79739294,-2828625.54222051,-3078085.4598793,-3078269.46662516
-3124933.96971072,-2828636.23611729,-3077790.25910957,-3078514.36051901
-3125466.98071792,-2828638.17858282,-3078304.8658736,-3077483.65874477
-3125592.04044427,-2828627.93718387,-3077735.73914048,-3078117.27386643
-3125154.15608095,-2828623.42403809,-3077492.37501731,-3077567.36403565
-3125519.24633296,-2828628.90794559,-3077620.18488911,-3077744.01781556
-3125444.81874546,-2828626.67384393,-3077623.41149522,-3077976.51190581
-3125287.88374171,-2828621.61866878,-3077954.31749044,-3078117.60440397
-3124890.46161225,-2828626.99293402,-3077581.47604053,-3077483.10110835
-3126330.79500598,-2828624.90377501,-3077637.69227118,-3076778.55643176
-3125182.058094,-2828626.39472216,-3077600.28773663,-3077889.24473355
-3125582.47115422,-2828633.23173399,-3078405.52997756,-3077439.87902255
-3125150.09326568,-2828623.15948116,-3078166.2707571,-3077792.31156445
-3125011.23508878,-2828632.64091625,-3077611.94808319,-3077762.62872792
-3125438.95794308,-2828630.09612916,-3077708.08462146,-3077637.27718565
-3125478.49212374,-2828625.59283537,-3078366.06005505,-3077079.44326788
-3125943.62763177,-2828633.94636653,-3077035.89535313,-3077895.12300206
-3125208.18164354,-2828623.2589609,-3078625.93526171,-3078110.99698478
-3125283.81737799,-2828625.44232567,-3077477.31442546,-3077868.56897141
-3125204.10414886,-2828616.56063923,-3078191.3823982,-3076841.17811635
-3125977.26564595,-2828636.32364924,-3077622.49319369,-3077264.45197664
-3125211.3664749,-2828633.1340707,-3077501.61875903,-3077662.91002195
-3124597.65541386,-2828633.42690694,-3077316.022471,-3077470.31463487
-3125352.83642131,-2828627.19178454,-3077291.57867365,-3078019.3978323
-3125088.02585129,-2828641.02388892,-3077700.87727771,-3077927.53510191
-3125208.17647744,-2828624.1690033,-3077156.97689601,-3078471.584231
-3125608.58680372,-2828634.65134701,-3078292.24117994,-3077435.05787284
-3124704.15723648,-2828639.61184985,-3078295.19583722,-3077972.20450802
-3125800.75406251,-2828628.92363199,-3077830.63933542,-3078149.59248809
-3124610.86411557,-2828630.40208542,-3078257.0052993,-3077912.05048708
-3125270.71570193,-2828625.46500885,-3077837.09258617,-3077421.50568556
-3125860.71680188,-2828628.81717346,-3077686.7141813,-3077222.8108443
-3125532.29477873,-2828624.87005267,-3077523.43966739,-3076542.76685105
-3125033.79107711,-2828624.81752966,-3077016.39281827,-3078123.99708093
-3125370.6039394,-2828629.12849709,-3078500.99505067,-3077694.56752644
-3125685.49401273,-2828634.046628,-3077966.34358078,-3077979.08714405
-3125168.18123847,-2828627.51128156,-3078211.0155097,-3078331.66404221
-3125457.59965725,-2828619.51399938,-3077513.49240022,-3078291.90528249
-3125373.27042726,-2828628.79659486,-3077913.02548701,-3077581.19644374
-3124751.80750027,-2828626.4826652,-3077526.4210936,-3079108.93939234
-3125513.17353292,-2828618.94309748,-3076927.52845437,-3077874.76590195
-3125090.07675973,-2828622.02582368,-3077986.44759237,-3077470.22958487
-3125187.25295785,-2828626.43050577,-3077751.25390598,-3077752.64087148
-3125291.60019947,-2828631.00841891,-3077859.92475356,-3077274.59375701
-3124869.06534127,-2828624.37566546,-3078038.10159484,-3077858.29939148
-3125862.26123344,-2828634.33183872,-3077604.66287663,-3077398.52421102
-3125433.72508559,-2828627.88802085,-3077196.5760368,-3077538.56585783
-3124177.66881045,-2828644.70708935,-3077288.83133906,-3077906.85402897
-3125616.50704647,-2828625.66579604,-3078050.55910198,-3076962.94056598
-3124983.63763914,-2828624.08158344,-3077000.84502419,-3077866.32320118
-3126085.25371548,-2828634.85949655,-3077707.4909438,-3078130.64036085
-3125285.72023158,-2828627.70573032,-3077692.17829889,-3078045.47919126
-3126044.84996566,-2828633.54981668,-3078246.79195712,-3077663.68584907
-3124910.92140512,-2828632.19743648,-3077165.82372137,-3077675.09990634
-3124460.51735515,-2828631.00223289,-3077632.7393691,-3078413.45309565
-3125168.70159607,-2828615.51559568,-3077960.91455984,-3077112.4159117
-3125380.97189416,-2828637.22252402,-3078079.62738099,-3077809.42173297
-3125549.01217834,-2828626.78497979,-3078145.61651436,-3077040.35679429
-3125817.2808408,-2828634.39602604,-3077769.2921556,-3077200.65131374
-3126502.18552883,-2828619.72157707,-3077939.44034968,-3077879.35347508
-3125559.18801519,-2828620.00213079,-3077603.89256772,-3078129.36540114
-3125883.29236008,-2828633.73591366,-3077672.12598848,-3077607.07613257
-3124836.34873858,-2828633.08411006,-3076255.14700459,-3077262.11096871
-3124950.83216652,-2828627.33956737,-3077869.7629955,-3078354.39380626
-3125213.79624261,-2828627.02056331,-3078489.03770918,-3077805.61128533
-3125355.83290758,-2828631.94959669,-3078976.47794701,-3077811.24878189
-3125190.86989944,-2828622.0028996,-3077309.27407979,-3078112.05592907
-3125632.79682557,-2828627.09523271,-3078175.65278508,-3077400.47574613
-3125852.4115571,-2828626.72578903,-3078045.88892664,-3077796.84843856
-3125605.45786286,-2828633.69248651,-3077582.85647785,-3078445.68272884
-3124990.90168362,-2828631.17293105,-3077463.15967216,-3077272.38176155
-3125935.51182724,-2828628.13353042,-3077156.82456948,-3078112.02702789
-3126032.51610416,-2828627.63488888,-3078199.99868757,-3077292.54846338
-3125359.40010969,-2828634.81887541,-3077261.28219969,-3077679.049861
-3125224.24919887,-2828623.5370563,-3078153.20178937,-3077555.66084647
-3125897.5729655,-2828631.48775585,-3077993.88990499,-3077997.1113467
-3125365.97817419,-2828623.43223902,-3077622.52496873,-3078173.98011835
-3125618.20847473,-2828616.88281534,-3078102.391962,-3077683.47964464
-3125459.79864251,-2828621.51224288,-3078339.76883078,-3077399.345145
-3125291.90412719,-2828629.16624354,-3077038.77031036,-3077889.03340718
-3125253.35344072,-2828638.19631585,-3076765.13998742,-3077744.72954639
-3125360.64716454,-2828621.31860434,-3078020.33915663,-3077541.74577727
-3124880.65774234,-2828630.8762524,-3077995.20274388,-3077416.19381819
-3124864.35849394,-2828636.35098302,-3078375.51377062,-3077477.7592341
-3124623.81228063,-2828629.52996018,-3077547.84926148,-3078169.63673083
-3125674.93703459,-2828622.45626816,-3077440.33089623,-3077161.25401846
-3125888.39410164,-2828619.30969648,-3077715.65034989,-3077513.80739282
-3125601.76155148,-2828626.44238234,-3077392.71700612,-3077489.81686485
-3124716.41705748,-2828627.85880632,-3077580.16233514,-3078161.22396691
-3125404.72919296,-2828635.12606039,-3077840.96218289,-3077877.26136937
-3125062.08229353,-2828639.72520287,-3077448.75943135,-3077686.6822078
-3124819.46494041,-2828624.59865319,-3078036.32666779,-3077544.24899241
-3124670.24872717,-2828624.49931873,-3078492.57367819,-3077762.30196055
-3125005.09495495,-2828625.84788908,-3077701.32590101,-3078239.84915322
-3124717.63972213,-2828629.86372227,-3077626.3215093,-3078294.18582307
-3125102.71446356,-2828638.42850841,-3077493.51682442,-3077898.4815636
-3126075.53385353,-2828624.14951247,-3077478.44234401,-3077762.67831812
-3125458.8155998,-2828640.01534817,-3078498.95031072,-3077314.46659467
-3124871.41839088,-2828618.89381261,-3078255.34260525,-3077918.67089912
-3125076.97705042,-2828628.44375518,-3077183.81424667,-3077386.57842778
-3124882.98709451,-2828629.78454707,-3078087.21533469,-3077475.65567357
-3125955.22739315,-2828628.82994415,-3077552.74919193,-3077877.99473587
-3125863.07592079,-2828623.19428199,-3077078.65405547,-3078012.51110527
-3125188.23346625,-2828631.22124156,-3077597.38563002,-3077364.26241152
-3125672.10718255,-2828627.5663295,-3077077.84995044,-3078347.32978839
-3125388.57266692,-2828628.55534097,-3077155.84405702,-3077654.86726584
-3125089.35889391,-2828630.47265015,-3077250.72742327,-3078441.20381515
-3125962.7352068,-2828625.76205903,-3078158.34552325,-3078116.48439577
-3124350.83157773,-2828628.1425066,-3077744.29189489,-3077477.36392899
-3125577.25054622,-2828632.67567691,-3076673.64636051,-3078112.69385509
-3125433.43259913,-2828626.76844698,-3077598.81893266,-3078320.28923228
-3125628.84660855,-2828630.05324427,-3077826.81395932,-3077445.59779595
-3125835.80334551,-2828636.90206422,-3078043.32102503,-3077763.5751577
-3125208.04303275,-2828628.40437219,-3078118.70103033,-3077084.43725498
-3125298.78267738,-2828626.77597381,-3077430.8408192,-3078056.23809712
-3125867.99360957,-2828631.59078187,-3078298.28754902,-3077216.78900052
-3125835.91897421,-2828619.74556468,-3076694.27094032,-3077530.43045652
-3125737.95644948,-2828640.92168905,-3078014.89002242,-3078205.71824969
-3125560.6935382,-2828623.92596676,-3078080.66156938,-3077391.98927795
-3126337.54646578,-2828621.68031253,-3077928.25090976,-3077838.68706083
-3124632.61058312,-2828628.03673118,-3077835.56501456,-3078103.55660754
-3125510.25104863,-2828627.79784311,-3077211.28344239,-3077884.18959279
-3125506.66568023,-2828618.8044175,-3077767.14998168,-3077349.39028343
-3124810.07658645,-2828627.33092646,-3078038.94445849,-3077450.64208402
-3125376.5139327,-2828628.16077385,-3077454.48129619,-3077774.70753663
-3125635.9962482,-2828618.84615481,-3077972.72367973,-3076895.64302778
-3124642.6905248,-2828634.14008962,-3077308.0074767,-3078101.42893033
-3125270.00918374,-2828629.5932321,-3078210.50516157,-3077543.74402484
-3124346.76978105,-2828628.91850766,-3078394.71950553,-3077404.88048301
-3126173.38454411,-2828623.45019311,-3077895.13987089,-3078059.37358439
-3124089.9921372,-2828633.76455241,-3077219.33595266,-3077784.4994399
-3125625.73732671,-2828620.18556907,-3077816.5623511,-3077079.64057919
-3125270.02049643,-2828619.51983281,-3077875.48814218,-3077782.13518465
-3124591.53514484,-2828628.6901355,-3077235.59222228,-3077997.96510162
-3125544.209639,-2828631.92749481,-3077105.79345985,-3078285.44439743
-3125007.53391869,-2828624.06345786,-3078091.58576212,-3077268.2690653
-3125286.90856937,-2828620.96412322,-3077988.09115887,-3077988.39787111
-3125097.29713742,-2828622.88755179,-3077722.1983688,-3077223.184989
-3125264.80671952,-2828620.51679922,-3078186.3407601,-3078121.16870366
-3124918.29644303,-2828631.60240662,-3078112.61586561,-3077813.97052089
-3124987.20135932,-2828626.10033309,-3077703.06826182,-3077529.34621907
-3125376.31759998,-2828626.97222255,-3078223.02140924,-3077800.55243913
-3125554.03089102,-2828644.80220123,-3077937.02042512,-3078239.33475271
-3124648.22779917,-2828613.78648159,-3077702.43165913,-3077796.98787465
-3124584.45734914,-2828628.30386413,-3077306.91876301,-3077362.13930534
-3125919.40443252,-2828637.37761149,-3077823.47889675,-3077822.53907218
-3124879.11562525,-2828617.38769341,-3077664.48687288,-3078328.95608645
-3125309.33257999,-2828637.00789813,-3077781.1620229,-3077751.06789399
-3125014.43923189,-2828625.00813284,-3078407.77101676,-3078007.23992695
-3125241.7482856,-2828631.81624423,-3076897.32288884,-3077598.70655086
-3125166.8412582,-2828633.87517087,-3078334.91167279,-3077086.62340224
-3126088.19104379,-2828626.12047809,-3078444.61924011,-3077887.18800115
-3125205.89720194,-2828622.38568548,-3076241.53085789,-3078292.5098311
-3125353.76857212,-2828620.51175259,-3078066.05977871,-3077350.47265954
-3125326.0305553,-2828624.55956716,-3077701.58888754,-3079148.3635143
-3124962.91662543,-2828624.45715138,-3077436.7521071,-3077860.87153615
-3125686.6435871,-2828627.57000768,-3077772.58617319,-3078241.290578
-3126146.63702537,-2828632.58373712,-3078050.4768265,-3078050.30435726
-3125283.98894767,-2828626.26798479,-3077435.20636078,-3078790.14386016
-3125944.99047847,-2828623.35179374,-3077701.65715683,-3077646.89545422
-3125040.38963703,-2828621.80147461,-3078173.564147,-3077261.21965521
-3125897.85877485,-2828629.30014388,-3077845.93338186,-3078238.10028043
-3124611.84155991,-2828627.12933347,-3078436.7434956,-3077378.7335656
-3125579.06101162,-2828619.3397928,-3077803.28749972,-3077368.86543394
-3125806.5595976,-2828627.97542793,-3078333.4987632,-3077857.9931543
-3125473.66129922,-2828619.57580306,-3077112.57041957,-3078214.50200247
-3125401.24384276,-2828623.7250494,-3078008.03718626,-3077398.55586738
-3125726.67233954,-2828637.01270329,-3077531.60450235,-3078181.26415772
-3125172.84551146,-2828632.15502742,-3078014.40184904,-3077219.53924505
-3125028.29441663,-2828634.60623193,-3078083.01410632,-3078450.1110574
-3125008.60791449,-2828625.63190442,-3078048.87869704,-3077954.19422385
-3125030.63825132,-2828630.76546178,-3078028.81170162,-3077142.3350459
-3125860.70924133,-2828623.61896877,-3077881.00186127,-3077939.41275053
-3125296.94699677,-2828618.2605183,-3078323.74502058,-3077533.82287902
-3126055.74452792,-2828628.18068532,-3077051.91524484,-3077809.70103215
-3125030.96202015,-2828627.869002,-3077909.29566077,-3078760.51819343
-3124280.864967,-2828631.75595053,-3077674.17627292,-3077779.33292108
-3125386.76313182,-2828625.85596837,-3077246.90749663,-3078207.71105134
-3125427.93446261,-2828636.06447126,-3078254.05489776,-3077428.49874003
-3124950.23892277,-2828629.98679011,-3077672.63347329,-3078123.82086798
-3126269.53340435,-2828623.3661225,-3077889.30308924,-3078812.03336443
-3125393.55542023,-2828623.04091257,-3077570.93392438,-3077942.65889153
-3125444.37052985,-2828628.77181103,-3077569.41703549,-3078554.28012909
-3125893.34001689,-2828627.17196766,-3078913.50380174,-3078034.64399892
-3125509.70109312,-2828618.77286839,-3077924.10601951,-3078366.14136598
-3125777.67046357,-2828624.78117983,-3078496.15345029,-3077798.57509084
-3125676.35163771,-2828632.8188877,-3078311.35480899,-3078257.92539313
-3125883.00327563,-2828620.23923276,-3077171.55262198,-3078342.57849539
-3125105.6637783,-2828629.36143194,-3077808.53930911,-3077874.86476406
-3125275.60898758,-2828625.88748317,-3078268.07960924,-3078100.81217839
-3126302.32691957,-2828631.25255481,-3078698.10039817,-3077588.43679003
-3124221.52855995,-2828630.09085854,-3077701.41926055,-3078011.36378329
-3126210.15532318,-2828624.74749071,-3077354.99479964,-3077998.69732253
-3125730.86649982,-2828628.22415167,-3077350.87693502,-3077759.28686424
-3126249.33002053,-2828631.32893932,-3077762.85048535,-3077178.26711071
-3125414.86718766,-2828632.70985624,-3077519.63111354,-3077695.20338112
-3125410.74962354,-2828632.57270556,-3077171.57715194,-3078065.4374837
-3124445.50798927,-2828637.62724756,-3077163.13873974,-3077582.19030406
-3125570.66190712,-2828625.36265305,-3077625.54770946,-3078102.82320951
-3125236.50297505,-2828622.84412651,-3077604.83776241,-3078334.23148653
-3125142.14073965,-2828620.02574848,-3077594.31508736,-3078046.20822195
-3125529.71550019,-2828632.34978193,-3078686.83588283,-3077188.20140386
-3125803.88307971,-2828625.52665167,-3077260.85588195,-3078090.12954096
-3125059.46758963,-2828626.07333874,-3077942.55602133,-3076962.55748979
-3124892.91415057,-2828634.39382037,-3076856.3274929,-3077847.77754877
-3124735.7502487,-2828633.87736047,-3077350.83789837,-3077727.1964609
-3125144.73464755,-2828629.83769632,-3078131.24318773,-3077394.77508755
-3125899.82762683,-2828632.19091894,-3078668.83898801,-3077436.22382059
-3125271.25467317,-2828620.05092258,-3077913.75757479,-3078560.16080199
-3126121.8474612,-2828627.79126774,-3078392.76545453,-3077286.28195743
-3124970.07859451,-2828638.86154788,-3077225.25013453,-3077709.01932556
-3125395.23376826,-2828625.93527902,-3077975.16460932,-3077421.4363486
-3125446.72663148,-2828625.13432397,-3078245.80214374,-3077447.41417664
-3126173.910133,-2828625.67120439,-3077760.69870829,-3077949.13450412
-3125030.96542703,-2828633.68334572,-3076811.77297734,-3078219.97593969
-3125672.68913682,-2828620.65455193,-3078288.52116378,-3077589.07788742
-3125213.58109216,-2828621.93126418,-3078176.31410038,-3077995.01566568
-3125085.84699045,-2828628.16789785,-3078174.88074326,-3077559.94777965
-3125572.38399876,-2828628.56276718,-3077949.82497703,-3078733.8026723
-3125547.02483758,-2828630.57609834,-3076986.92897764,-3077540.84008947
-3125213.92241281,-2828637.6524751,-3077723.64380776,-3077419.52087102
-3124745.52587912,-2828625.38437582,-3077653.44899823,-3077765.4589469
-3125529.64160145,-2828646.43658258,-3077941.90303985,-3078471.5567475
-3125787.8474709,-2828629.19036977,-3077233.45346341,-3077641.79741158
-3125662.94723754,-2828630.7517787,-3077913.3273781,-3076711.24608091
-3125100.6396615,-2828631.23270188,-3077773.5893951,-3077734.20685685
-3125474.41740661,-2828626.17670955,-3077825.00573898,-3077318.95657312
-3125348.55192233,-2828627.27734707,-3077809.61449264,-3076776.20553532
