"","COLE_COD_MCPIO_UBICACION","media","ppp","No. Estudiantes"
"711",50606,264.826666666667,0.93524,300
"712",50680,234.330508474576,0.94858,118
"713",50683,240.97619047619,0.99764,84
"714",50686,235.4,0.7933,10
"715",50689,251.05069124424,0.77706,217
"716",50711,233.715,0.9331,200
"717",52001,273.298941798942,0.0011,4536
"718",52019,247.526785714286,0.99924,112
"719",52022,253.821782178218,0.03114,101
"720",52036,245.541176470588,0.99948,85
"721",52051,239.269662921348,0.98482,89
"722",52079,196.836538461538,0.99974,312
"723",52083,265.927536231884,0.15178,69
"724",52110,255.767772511848,0.6967,211
"725",52203,249.893939393939,0.9823,66
"726",52207,242.538461538462,0.93868,130
"727",52210,257.803921568627,0.81834,51
"728",52215,255.497076023392,0.95096,171
"729",52224,241.703703703704,0.04024,54
"730",52227,234.507490636704,0.99998,534
"731",52233,237.181818181818,0.90226,99
"732",52240,242.991150442478,0.9983,113
"733",52250,191.383673469388,0.9999,245
"734",52254,264.465753424658,0.86272,73
"735",52256,230.275362318841,0.95772,69
"736",52258,252.455056179775,0.93186,178
"737",52260,252.720238095238,0.99916,168
"738",52287,262.766666666667,0.09398,60
"739",52317,270.502762430939,0.9722,181
"740",52320,251.307692307692,0.08156,117
"741",52323,275.022222222222,0.29964,90
"742",52352,246.988505747126,0.9862,87
"743",52354,263.405063291139,0.69282,79
"744",52356,264.99684741488,0.05386,1586
"745",52378,239.88085106383,0.99954,235
"746",52381,255.40625,0.61232,96
"747",52385,261.166666666667,0.47508,60
"748",52390,188.428571428571,0.8804,91
"749",52399,251.125313283208,0.9997,399
"750",52405,237.045977011494,0.29456,87
"751",52411,263.721518987342,0.72444,79
"752",52418,254.615384615385,0.99854,117
"753",52427,191.328125,0.65262,64
"754",52435,228.742574257426,0.96872,101
"755",52473,200.303571428571,0.99718,56
"756",52480,247.409090909091,0.6668,44
"757",52490,205.659217877095,0.99966,179
"758",52506,260.096153846154,0.76102,52
"759",52520,198.44262295082,0.80618,61
"760",52540,230.89928057554,0.6906,139
"761",52560,266.684210526316,0.96628,114
"762",52565,233.596153846154,0.45914,52
"763",52573,274.447916666667,0.21104,96
"764",52585,260.113537117904,0.04824,229
"765",52612,223.846994535519,0.99932,183
"766",52621,185.916666666667,0.79148,72
"767",52678,254.932862190813,0.9741,283
"768",52683,276.245689655172,0.02084,232
"769",52685,266.671428571429,0.6038,70
"770",52687,233.59585492228,0.80084,193
"771",52693,259.537974683544,0.92374,158
"772",52694,253.107142857143,0.3134,56
"773",52696,191.825,0.75018,40
"774",52699,233.394366197183,0.27484,71
"775",52720,261.142857142857,0.31522,84
"776",52786,243.366492146597,0.97358,191
"777",52788,250.056179775281,0.97554,89
"778",52835,200.974504249292,1,2118
"779",52838,257.082788671024,0.71584,459
"780",52885,249.828828828829,0.4382,111
"781",54001,265.735149096032,0.99998,8518
"782",54003,251.118181818182,0.95938,220
"783",54051,241.329545454545,0.99518,88
"784",54099,260,0.9241,94
"785",54109,228.135135135135,0.92816,37
"786",54125,249.192307692308,0.30058,26
"787",54128,234.957894736842,0.9949,95
"788",54172,265.076190476191,0.927,210
"789",54174,247.408602150538,0.8376,93
"790",54206,235.134146341463,0.99936,164
"791",54223,228.881720430108,0.29302,93
"792",54239,244.708333333333,0.94926,48
"793",54245,239.241379310345,0.98656,87
"794",54250,219.327510917031,0.97128,229
"795",54261,232.584558823529,0.9914,272
"796",54313,247.308823529412,0.84006,68
"797",54344,233.457627118644,0.95332,59
"798",54347,260.8,0.92156,30
"799",54377,244.054794520548,0.76484,73
"800",54385,233.669491525424,0.9977,118
"801",54398,245.014705882353,0.98674,68
"802",54405,264.450184501845,0.00022,813
"803",54418,253.090909090909,0.95124,33
"804",54480,277.666666666667,0.98584,18
"805",54498,268.841283607979,0.9996,1153
"806",54518,291.025291828794,0.19496,514
"807",54520,249.157894736842,0.06872,57
"808",54553,217.806818181818,0.99928,88
"809",54599,250.846153846154,0.80254,52
"810",54660,245.953271028037,0.85968,107
"811",54670,226.0625,0.65736,48
"812",54673,245.733333333333,0.99718,60
"813",54680,262.289473684211,0.36672,38
"814",54720,237.944664031621,0.99994,253
"815",54743,263.571428571429,0.56566,56
"816",54800,234.721893491124,0.99478,169
"817",54810,226.408888888889,0.99996,450
"818",54820,244.80303030303,0.99886,198
"819",54871,246.194444444444,0.51352,36
"820",54874,258.810400866739,0.99752,923
"821",63001,270.141535298149,0.00028,2918
"822",63111,240.68,0.03934,25
"823",63130,262.488111888112,0.57662,715
"824",63190,254.189964157706,0.74876,279
"825",63212,231.033333333333,0.30584,60
"826",63272,260.646666666667,0.00036,150
"827",63302,236.609195402299,0.95622,87
"828",63401,239.529411764706,0.95958,425
"829",63470,240.213333333333,0.99948,375
"830",63548,250.909090909091,0.23254,99
"831",63594,247.658753709199,0.92756,337
"832",63690,271.560344827586,0.00118,116
"833",66001,260.29558390579,1,5095
"834",66045,224.903225806452,0.99188,155
"835",66075,226.314814814815,0.93786,54
"836",66088,226.072916666667,0.99858,288
"837",66170,268.892756878158,0.00882,1781
"838",66318,229.391061452514,0.99988,179
"839",66383,223.397590361446,0.90228,83
"840",66400,242.33676975945,0.99888,291
"841",66440,235.813333333333,0.97654,150
"842",66456,217.967213114754,0.32104,122
"843",66572,191.85401459854,1,137
"844",66594,233.478365384615,0.99996,416
"845",66682,256.753383458647,0.9994,665
"846",66687,242.740740740741,0.9758,108
"847",68001,281.244946681522,2e-05,6283
"848",68013,266.9375,0.94658,16
"849",68020,244.090909090909,0.5781,44
"850",68051,244.810344827586,0.94716,116
"851",68077,253.587737843552,0.95094,473
"852",68079,269.40404040404,0.96266,99
"853",68081,263.301805674978,0.99998,2326
"854",68092,266.695652173913,0.92078,23
"855",68101,243.504201680672,0.99932,119
"856",68121,280.038461538462,0.79698,26
"857",68132,261.380952380952,0.94832,21
"858",68147,244.08,0.9024,100
"859",68152,252.087719298246,0.6577,57
"860",68160,243.25,0.05748,24
"861",68162,262.065934065934,0.67406,91
"862",68167,281.322751322751,0.46388,189
"863",68169,254.111111111111,0.51854,18
"864",68176,247.076923076923,0.57966,26
"865",68179,256.980392156863,0.521,51
"866",68190,233.062344139651,0.99996,401
"867",68207,277.115384615385,0.18074,52
"868",68209,238.45,0.57958,20
"869",68211,277.765957446808,0.52548,47
"870",68217,260.716981132075,0.43956,53
"871",68229,249.037267080745,0.99936,161
"872",68235,242.604026845638,0.57686,149
"873",68245,265.782608695652,0.8666,23
"874",68250,234.677966101695,0.98738,59
"875",68255,241.034246575342,0.99914,146
"876",68264,255,0.13034,10
"877",68266,263.568181818182,0.89922,44
"878",68271,241.258620689655,0.97766,58
"879",68276,281.970029239766,0.00014,2736
"880",68296,251.914285714286,0.65936,35
"881",68298,260.705882352941,0.19866,34
"882",68307,270.353016688062,0.60736,1558
"883",68318,243.444444444444,0.99438,63
"884",68320,265.631578947368,0.73434,76
"885",68322,260.884615384615,0.09738,26
"886",68324,240.24,0.04212,25
"887",68327,261.452380952381,0.99914,42
"888",68344,248.107142857143,0.9723,28
"889",68368,250.515151515152,0.87902,33
"890",68370,254.944444444444,0.72552,18
"891",68377,252.576923076923,0.96968,52
"892",68385,239.76724137931,0.99756,116
"893",68397,254.547619047619,0.92498,42
"894",68406,254.34495412844,0.99866,545
"895",68418,242.611111111111,0.99754,144
"896",68425,252.777777777778,0.00896,27
"897",68432,273.909348441926,0.00028,353
"898",68444,250.796610169492,0.32278,59
"899",68464,241.829268292683,0.981,123
"900",68468,236.130434782609,0.84536,46
"901",68498,257.265306122449,0.99516,49
"902",68500,261.993197278912,0.70616,147
"903",68502,240.785714285714,0.89926,42
"904",68522,271.592592592593,0.36702,27
"905",68524,268.791666666667,0.04122,24
"906",68533,277.42,0.33894,50
"907",68547,270.96568627451,0.93756,2040
"908",68549,255.279069767442,0.02548,43
"909",68572,269.530201342282,0.96862,298
"910",68573,226.523255813953,0.97098,86
"911",68575,229.051873198847,0.9999,347
"912",68615,241.31715210356,0.98936,309
"913",68655,241.36231884058,0.99954,414
"914",68669,249.136363636364,0.96874,132
"915",68673,241.65,0.24904,20
"916",68679,259.081081081081,0.22564,1036
"917",68682,241.846153846154,0.70452,39
"918",68684,265.28,0.15966,50
"919",68686,274.606060606061,0.31832,33
"920",68689,263.971061093248,0.74092,311
"921",68705,267.809523809524,0.9757,21
"922",68720,254.333333333333,0.78676,33
"923",68745,246.233333333333,0.1577,90
"924",68755,261.044368600683,0.87786,586
"925",68770,253.674603174603,0.17518,126
"926",68773,248.684931506849,0.97574,73
"927",68780,268.155555555556,0.11878,45
"928",68820,252.25,0.3497,72
"929",68855,253.904761904762,0.70836,63
"930",68861,258.008849557522,0.32296,226
"931",68867,263.692307692308,0.99658,13
"932",68872,274.808219178082,0.16626,73
"933",68895,250.816666666667,0.99962,120
"934",70001,253.818655549766,1,3838
"935",70110,228.699115044248,0.99888,113
"936",70124,206.231292517007,0.9993,147
"937",70204,230.853658536585,0.86944,82
"938",70215,257.532402791625,1,1003
"939",70221,233.125683060109,0.98326,183
"940",70230,212.022222222222,0.88122,45
"941",70233,236.789473684211,0.99994,133
"942",70235,238.66095890411,0.99996,292
"943",70265,217.065040650407,0.99292,123
"944",70400,239.481481481481,0.99758,162
"945",70418,217.149090909091,0.9999,275
"946",70429,210.193965517241,0.99998,464
"947",70473,233.940594059406,0.90106,101
"948",70508,221.60546875,0.99986,256
"949",70523,212.388888888889,0.99768,198
"950",70670,221.181148748159,1,679
"951",70678,204.593220338983,0.9995,236
"952",70702,220.618421052632,0.99856,152
"953",70708,223.582995951417,1,741
"954",70713,207.040404040404,0.99996,594
"955",70717,243.687224669604,0.9989,227
"956",70742,237.341911764706,0.98868,272
"957",70771,220.394618834081,0.99988,223
"958",70820,237.272727272727,0.99998,341
"959",70823,226.565737051793,0.99972,251
"960",73001,260.639349156591,1,6699
"961",73024,244.18,0.17034,50
"962",73026,238.197802197802,0.1266,91
"963",73030,237.311111111111,0.03792,45
"964",73043,229.391304347826,0.99584,92
"965",73055,227.537190082645,0.99978,121
"966",73067,216.490683229814,0.53786,161
"967",73124,240.933035714286,0.84396,224
"968",73148,228.840579710145,0.98352,138
"969",73152,237.333333333333,0.37034,48
"970",73168,232.231560891938,0.99998,583
"971",73200,218.564705882353,0.9285,85
"972",73217,202.078125,0.99984,320
"973",73226,232.345238095238,0.99386,84
"974",73236,237.402173913043,0.99742,92
"975",73268,241.724550898204,1,835
"976",73270,238.033707865169,0.99768,89
"977",73275,220.693379790941,0.99996,287
"978",73283,250.195266272189,0.9909,338
"979",73319,220.163434903047,1,361
"980",73347,269.545454545455,0.84242,55
"981",73349,242.254166666667,0.93766,240
"982",73352,240.426470588235,0.82794,136
"983",73408,225.110599078341,1,217
"984",73411,254.97461928934,0.19088,394
"985",73443,246.173302107728,0.99976,427
"986",73449,244.477272727273,0.98354,484
"987",73461,240.46875,0.4612,32
"988",73483,223.597156398104,0.99992,211
"989",73504,216.490084985836,0.9992,353
"990",73520,242.285714285714,0.9757,105
"991",73547,239.039215686275,0.86352,51
"992",73555,224.404858299595,0.95372,247
"993",73563,221.693181818182,0.99966,88
"994",73585,224,0.99986,281
"995",73616,218.318385650224,0.99968,223
"996",73622,226.377358490566,0.4913,53
"997",73624,226.932721712538,0.9995,327
"998",73671,220.432098765432,0.99674,162
"999",73675,225.791469194313,0.99688,211
"1000",73678,238.067567567568,0.9411,148
"1001",73686,235.745098039216,0.98644,51
"1002",73770,236.5,0.81362,28
"1003",73854,227.764705882353,0.99038,68
"1004",73861,226.311377245509,0.99972,167
"1005",73870,257.090909090909,0.9843,99
"1006",73873,225.462962962963,0.9979,54
"1007",76001,250.112273909624,1,16531
"1008",76020,223.326797385621,0.9996,153
"1009",76036,239.451776649746,0.84724,197
"1010",76041,241.458333333333,0.80896,120
"1011",76054,212.575342465753,0.9991,73
"1012",76100,249.550387596899,0.96676,129
"1013",76109,219.377548246806,1,3679
"1014",76111,264.995196926033,0.52144,1041
"1015",76113,237.75,0.99282,236
"1016",76122,241.195652173913,0.99716,276
"1017",76126,262.381395348837,0.8521,215
"1018",76130,244.283547257876,0.99672,857
"1019",76147,252.628305932809,0.99996,1399
"1020",76233,231.868571428571,0.99992,350
"1021",76243,234.826530612245,0.99616,98
"1022",76246,234.27868852459,0.97246,61
"1023",76248,243.070726915521,0.97164,509
"1024",76250,264.472222222222,0.6139,72
"1025",76275,251.395894428153,0.99996,682
"1026",76306,256.854368932039,0.99948,309
"1027",76318,239.71098265896,0.99948,346
"1028",76364,254.81221719457,0.9987,1326
"1029",76377,254.008333333333,0.98068,120
"1030",76400,250.053708439898,0.99958,391
"1031",76403,228.639705882353,0.9993,136
"1032",76497,215.602409638554,0.99694,83
"1033",76520,263.307514068189,0.00352,3021
"1034",76563,249.643776824034,0.99986,466
"1035",76606,244.291479820628,0.9802,223
"1036",76616,232.2375,0.97402,160
"1037",76622,249.284164859002,0.99988,461
"1038",76670,240.940217391304,0.89886,184
"1039",76736,255.236914600551,0.28698,363
"1040",76823,235.26875,0.9999,160
"1041",76828,236.970149253731,0.92012,201
"1042",76834,260.222611744084,0.99848,2282
"1043",76845,239.678571428571,0.64894,56
"1044",76863,247.525423728814,0.75508,59
"1045",76869,233.38679245283,0.99504,106
"1046",76890,244.434782608696,0.9921,138
"1047",76892,247.012487992315,0.9998,1041
"1048",76895,237.021505376344,0.99994,465
"1049",81001,242.008797653959,1,1023
"1050",81065,234.856818181818,0.9999,440
"1051",81220,235.311475409836,0.99854,61
"1052",81300,243.777777777778,0.9821,243
"1053",81591,218.480769230769,0.93658,52
"1054",81736,248.9344,0.80696,625
"1055",81794,244.551145038168,0.99998,655
"1056",85001,258.708020545239,1,2531
"1057",85010,260.192904656319,0.9983,451
"1058",85015,243.34375,0.55078,32
"1059",85125,234.379310344828,0.57938,145
"1060",85136,238.142857142857,0.55822,14
"1061",85139,242.705882352941,0.9802,153
"1062",85162,253.53125,0.3897,192
"1063",85225,246.918604651163,0.66898,86
"1064",85230,241.77037037037,0.99902,135
"1065",85250,250.702702702703,0.99974,444
"1066",85263,245.087837837838,0.99674,148
"1067",85279,249.1,0.72694,20
"1068",85300,246.023255813953,0.46154,43
"1069",85315,250.529411764706,0.20916,17
"1070",85325,256.931034482759,0.38232,58
"1071",85400,248.150684931507,0.99906,73
"1072",85410,253.63746223565,0.99976,331
"1073",85430,237.505882352941,0.95554,170
"1074",85440,249.205949656751,0.98726,437
"1075",86001,253.989473684211,0.99996,760
"1076",86219,249.118644067797,0.44316,59
"1077",86320,233.38266384778,0.99654,473
"1078",86568,237.842632331903,0.99998,699
"1079",86569,235.153846153846,0.91856,104
"1080",86571,228.007692307692,0.986,130
"1081",86573,219.906077348066,0.99952,181
"1082",86749,252.388278388278,0.98378,273
"1083",86755,242.025,0.9865,80
"1084",86757,223.650442477876,0.99976,226
"1085",86760,221.421875,0.9482,64
"1086",86865,240.056644880174,0.99952,459
"1087",86885,240.386996904025,0.99978,323
"1088",91001,222.399686520376,0.99996,638
"1089",91263,198.272727272727,0.50304,11
"1090",91405,200.37037037037,0.79268,27
"1091",91407,187.56,0.699,25
"1092",91460,184,0.81656,18
"1093",91540,187.19696969697,0.87848,66
"1094",91669,202.733333333333,0.63236,15
"1095",91798,192.571428571429,0.82786,21
"1096",94001,235.59778597786,0.99968,271
"1097",94343,192.565789473684,0.98518,76
"1098",94663,188.25,0.65914,16
"1099",94883,215.333333333333,0.77134,9
"1100",94887,208.571428571429,0.34862,7
"1101",94888,216.833333333333,0.23238,6
"1102",95001,232.407792207792,0.99996,770
"1103",95015,220.305263157895,0.99932,95
"1104",95025,217.940789473684,0.99922,152
"1105",95200,213.428571428571,0.6036,28
"1106",97001,215.856777493606,1,391
"1107",97511,192.689655172414,0.76626,29
"1108",97889,196.692307692308,0.26492,13
"1109",99001,230.064220183486,0.99498,218
"1110",99524,237.54954954955,0.98964,111
"1111",99624,223.722222222222,0.75032,36
"1112",99773,196.146788990826,0.99992,218
